Districts,latitude,longitude,Name,State,Country
"ramanagara,karnataka",12.720006,77.3184199,Jnv Ramanagara Shivanahalli    ,Karnataka,India
"shimoga,karnataka",14.0556502,75.2380553,Jnv Shimoga Gajanur    ,Karnataka,India
"south canara,karnataka",12.9345803,77.5893442,Jnv South Canara Mudipu  ,Karnataka,India
"tumkur,karnataka",13.3400771,77.1006208,Jnv Tumkur Gollahalli    ,Karnataka,India
"udupi,karnataka",13.5269784,74.8731879,Jnv Udupi Chara    ,Karnataka,India
"yadagiri (gulbarga),karnataka",17.329514,76.835802,Jnv Yadagiri Gulbarga Hothpet  ,Karnataka,India
"allapuzha (alleppey),kerala",9.507896,76.349564,Jnv Allapuzha Alleppey Chennithala  ,Kerala,India
"ernakulam,kerala",9.9837257,76.2740001,Jnv Ernakulam Neriamangalam    ,Kerala,India
"idukki,kerala",9.8154785,76.9991599,Jnv Idukki Kulamavu    ,Kerala,India
"kannur,kerala",11.8763836,75.3737973,Jnv Kannur Chendayad    ,Kerala,India
"kasargod,kerala",12.4914722,74.9877613,Jnv Kasargod Periye    ,Kerala,India
"kozhikode,kerala",11.2450558,75.7754716,Jnv Kozhikode Vadakara    ,Kerala,India
"kollam,kerala",8.8870815,76.5907017,Jnv Kollam Kottarakara    ,Kerala,India
"kottayam,kerala",9.6287383,76.6455326,Jnv Kottayam Madhavanpady    ,Kerala,India
"malappuram,kerala",11.1068448,76.1099551,Jnv Malappuram Venkulam    ,Kerala,India
"palakkad,kerala",10.7873691,76.4742172,Jnv Palakkad Malampuzha    ,Kerala,India
"pathanamthitta,kerala",9.2780841,76.9737443,Jnv Pathanamthitta Vecchoochira    ,Kerala,India
"thiruvananthapuram,kerala",8.4882267,76.947551,Jnv Thiruvananthapuram Vithura    ,Kerala,India
"trissur,kerala",10.4158234,76.1419315,Jnv Trissur Mayannur    ,Kerala,India
"wayanad,kerala",11.7151291,76.1271185,Jnv Wayanad Lakkidi    ,Kerala,India
"kargil,ladakh",33.802819,76.4730096,Jnv Kargil Khumbathang    ,Ladakh,India
"leh- ladakh,ladakh",34.1718527,77.5866776,Jnv Leh Ladakh    ,Ladakh,India
"minicoy,lakshadweep",8.295235,73.0648394,Jnv Minicoy Minicoy    ,Lakshadweep,India
"agar malwa,madhya pradesh",23.935092,76.1449595,Jnv Agar Malwa Susner  ,Madhya Pradesh,India
"alirajpur,madhya pradesh",22.2859524,74.3545628,Jnv Alirajpur Alirajur    ,Madhya Pradesh,India
"anuppur,madhya pradesh",23.0346179,81.7510255,Jnv Anuppur Amarkantak    ,Madhya Pradesh,India
"ashoknagar,madhya pradesh",24.6186095,77.8786983,Jnv Ashoknagar Khiriya Devat  ,Madhya Pradesh,India
"balaghat,madhya pradesh",21.8611589,80.3237105,Jnv Balaghat Waraseoni    ,Madhya Pradesh,India
"badwani,madhya pradesh",22.189749,77.287809,Jnv Badwani Ozhar    ,Madhya Pradesh,India
"betul,madhya pradesh",21.8797472,77.8753651,Jnv Betul Prabhat Pattan  ,Madhya Pradesh,India
"bhind,madhya pradesh",26.3518828,78.6863189,Jnv Bhind Birkhadi    ,Madhya Pradesh,India
"bhopal,madhya pradesh",23.2584857,77.401989,Jnv Bhopal Ratibad    ,Madhya Pradesh,India
"burhanpur,madhya pradesh",21.3348669,76.3708803,Jnv Burhanpur Loni    ,Madhya Pradesh,India
"chhatarpur,madhya pradesh",24.7606089,79.6781776,Jnv Chhatarpur Nowgong    ,Madhya Pradesh,India
"chhindwara,madhya pradesh",22.2071897,78.798833,Jnv Chhindwara Singodi    ,Madhya Pradesh,India
"damoh,madhya pradesh",23.7981005,79.5419356,Jnv Damoh Hatta    ,Madhya Pradesh,India
"datia,madhya pradesh",25.9182946,78.6644962,Jnv Datia Beekar    ,Madhya Pradesh,India
"dewas,madhya pradesh",22.8057498,76.2940408,Jnv Dewas Kantaphod    ,Madhya Pradesh,India
"dhar,madhya pradesh",22.5786572,75.2258637,Jnv Dhar Multhan    ,Madhya Pradesh,India
"dindori,madhya pradesh",22.9070871,80.8846924,Jnv Dindori Dhamangaon    ,Madhya Pradesh,India
"guna,madhya pradesh",24.5001772,77.2600959,Jnv Guna Bajrangagarh    ,Madhya Pradesh,India
"gwalior,madhya pradesh",26.2037247,78.1573628,Jnv Gwalior Pichhore    ,Madhya Pradesh,India
"harda,madhya pradesh",22.2427972,77.1179173,Jnv Harda Charuwa    ,Madhya Pradesh,India
"narmadapuram,madhya pradesh",22.6002833,77.9269848,Jnv Narmadapuram Pawarkheda    ,Madhya Pradesh,India
"indore,madhya pradesh",22.7203616,75.8681996,Jnv Indore Manpur    ,Madhya Pradesh,India
"jabalpur,madhya pradesh",23.1701522,79.9324505,Jnv Jabalpur Barginagar    ,Madhya Pradesh,India
"jhabua-i,madhya pradesh",22.760543,74.6049526,Jnv Jhabua I Ratialai  ,Madhya Pradesh,India
"jhabua-ii,madhya pradesh",22.760543,74.6049526,Jnv Jhabua Ii Thandla  ,Madhya Pradesh,India
"katni,madhya pradesh",23.7176393,80.2610181,Jnv Katni Badwara    ,Madhya Pradesh,India
"khandwa,madhya pradesh",21.8203752,76.3555424,Jnv Khandwa Pandhana    ,Madhya Pradesh,India
"khargone,madhya pradesh",21.9544729,75.7521248,Jnv Khargone Junapani    ,Madhya Pradesh,India
"mandla,madhya pradesh",22.6871074,80.5816341,Jnv Mandla Padmi    ,Madhya Pradesh,India
"mandsaur,madhya pradesh",24.2628148,75.385692,Jnv Mandsaur Laduna    ,Madhya Pradesh,India
"morena,madhya pradesh",26.3849794,77.8612721,Jnv Morena Joura    ,Madhya Pradesh,India
"narsinghpur,madhya pradesh",22.934556,79.0867849,Jnv Narsinghpur Bohani    ,Madhya Pradesh,India
"neemuch,madhya pradesh",24.6305517,75.1829,Jnv Neemuch Rampura    ,Madhya Pradesh,India
"panna,madhya pradesh",24.4498931,80.1462723,Jnv Panna Ramkhiriya    ,Madhya Pradesh,India
"raisen,madhya pradesh",23.2675909,78.1727134,Jnv Raisen Bari    ,Madhya Pradesh,India
"rajgarh,madhya pradesh",23.8716706,76.7744703,Jnv Rajgarh Kachnaria    ,Madhya Pradesh,India
"ratlam-i,madhya pradesh",23.3311044,75.0360846,Jnv Ratlam I Kalukheda  ,Madhya Pradesh,India
"ratlam-ii,madhya pradesh",23.3311044,75.0360846,Jnv Ratlam Ii Alote  ,Madhya Pradesh,India
"rewa,madhya pradesh",24.7560846,81.3810574,Jnv Rewa Sirmour    ,Madhya Pradesh,India
"sagar,madhya pradesh",23.8083076,78.758254,Jnv Sagar Khurai    ,Madhya Pradesh,India
"satna,madhya pradesh",24.6954445,80.7770348,Jnv Satna Rahikwara    ,Madhya Pradesh,India
"sehore,madhya pradesh",23.1150041,77.0665356,Jnv Sehore Shyampur    ,Madhya Pradesh,India
"seoni,madhya pradesh",22.2748109,79.7202522,Jnv Seoni Kanhiwara    ,Madhya Pradesh,India
"shahdol,madhya pradesh",23.3002343,81.364771,Jnv Shahdol Mau    ,Madhya Pradesh,India
"shajapur,madhya pradesh",23.4171001,76.6074794,Jnv Shajapur Araniyakala    ,Madhya Pradesh,India
"sheopur,madhya pradesh",25.7499266,76.9212945,Jnv Sheopur Jaida    ,Madhya Pradesh,India
"shivpuri,madhya pradesh",25.3741215,77.8278866,Jnv Shivpuri Panghata    ,Madhya Pradesh,India
"sidhi,madhya pradesh",24.2112687,81.7000415,Jnv Sidhi Churhat    ,Madhya Pradesh,India
"singrauli,madhya pradesh",24.2431343,82.3827672,Jnv Singrauli Pachaur    ,Madhya Pradesh,India
"tikamgarh,madhya pradesh",24.8552105,79.0472546,Jnv Tikamgarh Kundeshwar    ,Madhya Pradesh,India
"ujjain-i,madhya pradesh",23.1885131,75.7716562,Jnv Ujjain I Ghattiya  ,Madhya Pradesh,India
"ujjain-ii,madhya pradesh",23.1885131,75.7716562,Jnv Ujjain Ii Buranabad  ,Madhya Pradesh,India
"umaria,madhya pradesh",23.6431837,80.9419078,Jnv Umaria Pali    ,Madhya Pradesh,India
"vidisha,madhya pradesh",23.8463003,77.8370209,Jnv Vidisha Shamshabad    ,Madhya Pradesh,India
"ahmednagar,maharashtra",19.1627725,74.8580243,Jnv Ahmednagar Takli Dhokeshwar  ,Maharashtra,India
"akola,maharashtra",20.7618123,77.1921157,Jnv Akola Murtizapur    ,Maharashtra,India
"amravati,maharashtra",21.1545412,77.6442962,Jnv Amravati Navsari    ,Maharashtra,India
"chh. sambhajinagar-aurangabad,maharashtra",19.913139,75.386351,Jnv Chh Sambhajinagar Aurangabad Kannad,Maharashtra,India
"bhandara,maharashtra",21.1225869,79.794509,Jnv Bhandara Jaketdhar School Campus,Maharashtra,India
"beed,maharashtra",18.9918442,75.909784,Jnv Beed Gadhi    ,Maharashtra,India
"buldana,maharashtra",20.562845,76.4086986,Jnv Buldana Chincholi    ,Maharashtra,India
"chandrapur,maharashtra",20.0967555,79.5045475,Jnv Chandrapur Talodhi    ,Maharashtra,India
"dhule,maharashtra",21.1305215,74.4900614,Jnv Dhule Nakane    ,Maharashtra,India
"gadchiroli,maharashtra",19.7590704,80.1622807,Jnv Gadchiroli Ghot    ,Maharashtra,India
"gondia,maharashtra",21.455228,80.1962729,Jnv Gondia Navegaon Bandh  ,Maharashtra,India
"hingoli (parbhani),maharashtra",19.6736868,76.6915674,Jnv Hingoli Parbhani Basmatnagar  ,Maharashtra,India
"jalgaon,maharashtra",20.8428826,75.5261246,Jnv Jalgaon Sakegaon    ,Maharashtra,India
"jalna,maharashtra",19.918833,75.8708599,Jnv Jalna Amba Partur  ,Maharashtra,India
"kolhapur,maharashtra",16.7028412,74.2405329,Jnv Kolhapur Kagal    ,Maharashtra,India
"latur,maharashtra",18.3553347,76.7548997,Jnv Latur Chincholiraowadi    ,Maharashtra,India
"nagpur,maharashtra",21.1498134,79.0820556,Jnv Nagpur Navegaon Khairi  ,Maharashtra,India
"nanded,maharashtra",19.0940088,77.4831922,Jnv Nanded Shankarnagar    ,Maharashtra,India
"nandurbar-i,maharashtra",21.363778,74.2411418,Jnv Nandurbar I Akkalkuwa  ,Maharashtra,India
"nandurbar-ii,maharashtra",21.363778,74.2411418,Jnv Nandurbar Ii Akkalkuwa  ,Maharashtra,India
"nasik,maharashtra",19.9834939,73.8926931,Jnv Nasik Khedgaon    ,Maharashtra,India
"osmanabad,maharashtra",18.2822454,76.0588166,Jnv Osmanabad Tuljapur    ,Maharashtra,India
"parbhani,maharashtra",19.2901981,76.6026443,Jnv Parbhani Balsa    ,Maharashtra,India
"pune,maharashtra",18.5213738,73.8545071,Jnv Pune Pimple Jagtap  ,Maharashtra,India
"raigad,maharashtra",18.4928092,73.138071,Jnv Raigad Nizampur    ,Maharashtra,India
"ratnagiri,maharashtra",17.2826079,73.4569787,Jnv Ratnagiri Padve    ,Maharashtra,India
"sangli,maharashtra",17.1726928,74.5867654,Jnv Sangli Palus    ,Maharashtra,India
"satara,maharashtra",17.6361288,74.2982781,Jnv Satara Khawali    ,Maharashtra,India
"sindhudurg,maharashtra",16.1357193,73.6522086,Jnv Sindhudurg Savantwadi    ,Maharashtra,India
"solapur,maharashtra",17.8499067,75.2763203,Jnv Solapur Pokharapur    ,Maharashtra,India
"palghar (thane),maharashtra",19.6949228,72.7704173,Jnv Palghar Thane Mahim  ,Maharashtra,India
"wardha,maharashtra",20.8256231,78.6131455,Jnv Wardha Selu Kate  ,Maharashtra,India
"washim,maharashtra",20.2874178,77.2369655,Jnv Washim Washim    ,Maharashtra,India
"yavatmal,maharashtra",20.0638677,78.3565663,Jnv Yavatmal Belora    ,Maharashtra,India
"bishnupur,manipur",24.6267287,93.7600454,Jnv Bishnupur Bishnupur    ,Manipur,India
"chandel,manipur",24.3312009,94.0011081,Jnv Chandel Liwa Khullen Sarai,Manipur,India
"churachandpur,manipur",24.3468839,93.6994143,Jnv Churachandpur Tuinom    ,Manipur,India
"east imphal,manipur",24.8328129,94.0166864,Jnv East Imphal Yaralpat  ,Manipur,India
"senapati-1,manipur",25.2726634,94.0267486,Jnv Senapati 1 Pfukhro  ,Manipur,India
"senapati-2,manipur",25.2726634,94.0267486,Jnv Senapati 2 Kangpokpi  ,Manipur,India
"tamenglong,manipur",24.9858596,93.5039967,Jnv Tamenglong Duigailong    ,Manipur,India
"thoubal-kakching,manipur",24.516,94.00554,Jnv Thoubal Kakching Waikhong  ,Manipur,India
"ukhrul-i,manipur",25.0982654,94.363167,Jnv Ukhrul I Ramva  ,Manipur,India
"ukhrul-ii,manipur",25.0982654,94.363167,Jnv Ukhrul Ii Jessami  ,Manipur,India
"west imphal,manipur",24.7590802,93.8617365,Jnv West Imphal Khumbong  ,Manipur,India
"east garo hills,meghalaya",25.6184946,90.6342162,Jnv East Garo Hills Williamnagar,Meghalaya,India
"east jaintia hills,meghalaya",25.2515761,92.4840501,Jnv East Jaintia Hills Rambai,Meghalaya,India
"east khasi hills-1,meghalaya",25.3514671,91.581802,Jnv East Khasi Hills  ,Meghalaya,India
"east khasi hills-2,meghalaya",25.564265,91.878929,Jnv East Khasi Hills  ,Meghalaya,India
"north garo hills,meghalaya",25.8619841,90.7017705,Jnv North Garo Hills Raja,Meghalaya,India
"ri-bhoi,meghalaya",25.8764026,91.8567574,Jnv Ri Bhoi Niangbari  ,Meghalaya,India
"south garo hills,meghalaya",25.347969,90.5657773,Jnv South Garo Hills Ampangare,Meghalaya,India
"s. w. garo hills,meghalaya",25.444631,89.9969655,Jnv S W Garo Hills,Meghalaya,India
"w. garo hills,meghalaya",25.6063142,90.2113906,Jnv W Garo Hills Sadolparat,Meghalaya,India
"s. w. khasi hills,meghalaya",25.3307221,91.3217388,Jnv S W Khasi Hills,Meghalaya,India
"w. jaintia hills,meghalaya",25.4425965,92.2988275,Jnv W Jaintia Hills Mukhla,Meghalaya,India
"west khasi hills,meghalaya",25.5814429,91.0851094,Jnv West Khasi Hills Mawlongphlang,Meghalaya,India
"aizawl,mizoram",23.7433532,92.7382756,Jnv Aizawl Sadaikaun    ,Mizoram,India
"champhai,mizoram",23.6317319,93.3493185,Jnv Champhai Khawzawl    ,Mizoram,India
"kolasib,mizoram",24.2339647,92.6749651,Jnv Kolasib Thingdwal    ,Mizoram,India
"lawngtlai,mizoram",22.3913377,92.7397189,Jnv Lawngtlai Sihtlangpui    ,Mizoram,India
"lunglei,mizoram",22.9519972,92.6338827,Jnv Lunglei Pukpui    ,Mizoram,India
"mamit,mizoram",23.7564387,92.4515374,Jnv Mamit Dinthar Veng  ,Mizoram,India
"saiha,mizoram",22.488034,92.9813358,Jnv Saiha Thingsen    ,Mizoram,India
"serchip,mizoram",23.3083,92.8564,Jnv Serchip Thenzwal    ,Mizoram,India
"dimapur,nagaland",25.9041378,93.7177609,Jnv Dimapur Nihokhu    ,Nagaland,India
"kiphire,nagaland",25.8113822,94.8494968,Jnv Kiphire Kiphire Town  ,Nagaland,India
"kohima,nagaland",25.6618755,94.1019156,Jnv Kohima Yakukie    ,Nagaland,India
"longleng,nagaland",26.5839315,94.8045481,Jnv Longleng Tangha    ,Nagaland,India
"mokokchung,nagaland",26.4795861,94.5105275,Jnv Mokokchung Mongkolemba    ,Nagaland,India
"mon,nagaland",26.666667,95,Jnv Mon Wakching    ,Nagaland,India
"peren,nagaland",25.4502306,93.6001154,Jnv Peren Jalukie    ,Nagaland,India
"phek,nagaland",25.6514473,94.3809788,Jnv Phek Lewoza    ,Nagaland,India
"tuensang,nagaland",26.2342107,94.741553,Jnv Tuensang Chare    ,Nagaland,India
"wokha,nagaland",26.2422509,94.1921153,Jnv Wokha Chukitong    ,Nagaland,India
"zunheboto,nagaland",26.0123802,94.5123719,Jnv Zunheboto Lumami    ,Nagaland,India
"angul,odisha",21.102538,84.9536825,Jnv Angul Champatimunda   Odor,Odisha,India
"balasore,odisha",21.5006421,86.919884,Jnv Balasore Bagudi   Odor,Odisha,India
"bargarh,odisha",21.2319922,83.5652737,Jnv Bargarh Paikmal   Odor,Odisha,India
"bhadrak,odisha",20.9854052,86.5934226,Jnv Bhadrak Chandimal   Odor,Odisha,India
"bolangir,odisha",20.7502257,83.2499464,Jnv Bolangir Belpada   Odor,Odisha,India
"boudh,odisha",20.6407463,83.9969704,Jnv Boudh Paljhar   Odor,Odisha,India
"cuttack,odisha",20.4686,85.8792,Jnv Cuttack Mundali   Odor,Odisha,India
"deogarh,odisha",21.5370786,84.7301184,Jnv Deogarh Sunamunda   Odor,Odisha,India
"dhenkanal,odisha",20.8351494,85.6022305,Jnv Dhenkanal Sarang   Odor,Odisha,India
"gajapati,odisha",19.1966026,84.1930634,Jnv Gajapati Betaguda   Odor,Odisha,India
"ganjam,odisha",19.6090067,84.7080633,Jnv Ganjam Surangi   Odor,Odisha,India
"jagatsinghpur,odisha",20.2593872,86.1660878,Jnv Jagatsinghpur Sailo   Odor,Odisha,India
"jajpur,odisha",20.8746788,86.1215393,Jnv Jajpur Panikoili   Odor,Odisha,India
"jharsuguda,odisha",21.8019368,83.9713964,Jnv Jharsuguda Lahendabud H Kantapali,Odisha,India
"kalahandi,odisha",19.8265756,83.0408702,Jnv Kalahandi Narla   Odor,Odisha,India
"kendrapara,odisha",20.5475164,86.5296168,Jnv Kendrapara Baro   Odor,Odisha,India
"keonjhar,odisha",21.5,85.5,Jnv Keonjhar Hadagarh   Odor,Odisha,India
"khurda,odisha",20.1617378,85.7052429,Jnv Khurda Gurujang   Odor,Odisha,India
"koraput,odisha",18.7232023,82.6100596,Jnv Koraput Landiguda   Odor,Odisha,India
"malkangiri-i,odisha",18.3744283,81.8868551,Jnv Malkangiri I Gondiaguda  ,Odisha,India
"malkangiri-ii,odisha",18.3744283,81.8868551,Jnv Malkangiri Ii Belimela  ,Odisha,India
"mayurbhanj,odisha",21.9156338,86.3961824,Jnv Mayurbhanj Salbani   Odor,Odisha,India
"nabarangpur,odisha",19.228896,82.5665715,Jnv Nabarangpur Khatiguda   Odor,Odisha,India
"nayagarh,odisha",20.2393682,85.050728,Jnv Nayagarh Nabaghanpur   Odor,Odisha,India
"nuapada,odisha",20.5412657,82.5292352,Jnv Nuapada Tarbod   Odor,Odisha,India
"phulbani,odisha",20.4762322,84.2348517,Jnv Phulbani Tudipaju   Odor,Odisha,India
"puri,odisha",19.8343066,85.6853295,Jnv Puri Konark   Odor,Odisha,India
"rayagada,odisha",19.4426698,83.5873053,Jnv Rayagada Burjuguda   Odor,Odisha,India
"sambalpur,odisha",21.5570606,84.1528515,Jnv Sambalpur Goshala   Odor,Odisha,India
"sonepur,odisha",20.8453864,83.909083,Jnv Sonepur Tarbha   Odor,Odisha,India
"sundargarh,odisha",22.0605153,83.9359154,Jnv Sundargarh Zinc Nagar  ,Odisha,India
"karaikal,puducherry",10.91571,79.8375761,Jnv Karaikal Rayanpalayam    ,Puducherry,India
"mahe,puducherry",11.7021978,75.5364701,Jnv Mahe Pandakkal    ,Puducherry,India
"puducherry,puducherry",11.9340568,79.8306447,Jnv Puducherry Periyakalapet    ,Puducherry,India
"yanam,puducherry",16.7332235,82.2018118,Jnv Yanam Mettakar    ,Puducherry,India
"amritsar-i,punjab",31.6225149,74.8279355,Jnv Amritsar I Awan  ,Punjab,India
"amritsar-ii,punjab",31.5878143,75.0311771,Jnv Amritsar Ii Bhillowallopoke  ,Punjab,India
"barnala,punjab",30.3716802,75.5039887,Jnv Barnala Dhilwan    ,Punjab,India
"bhathinda,punjab",30.195009,74.9495666,Jnv Bhathinda Teona Pujarian  ,Punjab,India
"faridkot,punjab",30.6014507,74.7950176,Jnv Faridkot Kauni    ,Punjab,India
"fatehgarh sahib,punjab",30.6634041,76.3803,Jnv Fatehgarh Sahib Farour  ,Punjab,India
"fazilaka,punjab",30.4030969,74.0230926,Jnv Fazilaka Kikarwala Rupa  ,Punjab,India
"ferozepur,punjab",30.6839733,76.3594033,Jnv Ferozepur Mahianwala Kalan  ,Punjab,India
"gurdaspur,punjab",31.9037264,75.2275587,Jnv Gurdaspur Daburi    ,Punjab,India
"hoshiarpur,punjab",31.6092942,75.8459754,Jnv Hoshiarpur Phelahi    ,Punjab,India
"jalandhar,punjab",31.2922312,75.5678878,Jnv Jalandhar Talwandi Madho  ,Punjab,India
"kapurthala,punjab",31.3856476,75.3053304,Jnv Kapurthala Maseetan    ,Punjab,India
"ludhiana,punjab",30.9090157,75.851601,Jnv Ludhiana Dhanansu    ,Punjab,India
"mansa,punjab",29.8764133,75.4889564,Jnv Mansa Phaphre Bhaike  ,Punjab,India
"moga,punjab",30.7877554,75.159359,Jnv Moga Lohara    ,Punjab,India
"mohali,punjab",30.7041168,76.7176885,Jnv Mohali Rakoli    ,Punjab,India
"muktsar,punjab",30.4692,74.5182,Jnv Muktsar Bringkhera    ,Punjab,India
"pathankot,punjab",32.3021899,75.6589406,Jnv Pathankot Najochak    ,Punjab,India
"patiala,punjab",30.2092777,76.3397231,Jnv Patiala Fatehpur Rajputana  ,Punjab,India
"rupnagar (ropar),punjab",30.9725363,76.5331576,Jnv Rupnagar Ropar Sandhuan  ,Punjab,India
"s.b.s.nagar (nawanshahar),punjab",31.081334,76.018622,Jnv Sbsnagar Nawanshahar Pojewal  ,Punjab,India
"sangrur,punjab",30.135717,75.8533326,Jnv Sangrur Longowal    ,Punjab,India
"taran taran,punjab",31.3212453,74.8416687,Jnv Taran Taran Goindwal Sahib,Punjab,India
"ajmer,rajasthan",26.4691,74.639,Jnv Ajmer Nandla    ,Rajasthan,India
"alwar,rajasthan",27.4140048,76.6170387,Jnv Alwar Khairthal    ,Rajasthan,India
"banswara-i,rajasthan",23.550075,74.446294,Jnv Banswara I Budwa  ,Rajasthan,India
"banswara-ii,rajasthan",23.550075,74.446294,Jnv Banswara Ii Raja Talab,Rajasthan,India
"baran,rajasthan",24.9208165,76.6821985,Jnv Baran Atru    ,Rajasthan,India
"barmer,rajasthan",25.5814853,71.1924922,Jnv Barmer Pachpadra Nagar  ,Rajasthan,India
"bharatpur,rajasthan",27.0246959,77.2920116,Jnv Bharatpur Chhokarwara    ,Rajasthan,India
"bhilwara,rajasthan",25.4891177,74.3300726,Jnv Bhilwara Hurda    ,Rajasthan,India
"bikaner,rajasthan",28.0159286,73.3171367,Jnv Bikaner Gajner    ,Rajasthan,India
"bundi,rajasthan",25.4367659,75.7361471,Jnv Bundi Sitapura    ,Rajasthan,India
"chittorgarh,rajasthan",24.7171578,74.4718129,Jnv Chittorgarh Mandaphia    ,Rajasthan,India
"churu,rajasthan",28.2047781,74.6912996,Jnv Churu Sardarshahar    ,Rajasthan,India
"dausa,rajasthan",26.8048658,76.4437457,Jnv Dausa Kherli    ,Rajasthan,India
"dholpur,rajasthan",26.7010642,77.896749,Jnv Dholpur Bari Road  ,Rajasthan,India
"dungarpur,rajasthan",23.8538893,73.7087177,Jnv Dungarpur Thakarda    ,Rajasthan,India
"hanumangarh,rajasthan",29.3659533,74.298429,Jnv Hanumangarh Pallu    ,Rajasthan,India
"jaipur,rajasthan",26.9154576,75.8189817,Jnv Jaipur Paota    ,Rajasthan,India
"jaisalmer,rajasthan",26.9116615,70.9124888,Jnv Jaisalmer Mohangarh    ,Rajasthan,India
"jalore,rajasthan",25.2718629,72.4388121,Jnv Jalore Jaswantpura    ,Rajasthan,India
"jhalawar,rajasthan",24.3132368,76.5221078,Jnv Jhalawar Pachpahar    ,Rajasthan,India
"jhunjhunu,rajasthan",28.0810679,75.3792478,Jnv Jhunjhunu Kajra    ,Rajasthan,India
"jodhpur,rajasthan",26.2967719,73.0351433,Jnv Jodhpur Tilwasni    ,Rajasthan,India
"karauli,rajasthan",26.4530971,77.0160461,Jnv Karauli Jatnagla    ,Rajasthan,India
"kota,rajasthan",25.1737019,75.8574194,Jnv Kota Khairabad    ,Rajasthan,India
"nagaur,rajasthan",26.9873443,73.7389011,Jnv Nagaur Kuchaman City  ,Rajasthan,India
"pali,rajasthan",25.455221,73.419389,Jnv Pali Jojawar    ,Rajasthan,India
"pratapgarh,rajasthan",24.0232221,74.6250275,Jnv Pratapgarh Chhoti Sadri  ,Rajasthan,India
"rajasmand,rajasthan",25.057269,73.885107,Jnv Rajasmand Rajnagar    ,Rajasthan,India
"sawai madhopur,rajasthan",26.1137182,76.4240637,Jnv Sawai Madhopur Jat Baroda,Rajasthan,India
"sikar,rajasthan",27.6625058,75.0279905,Jnv Sikar Patan    ,Rajasthan,India
"sirohi,rajasthan",24.8114047,72.8300257,Jnv Sirohi Kalandri    ,Rajasthan,India
"sriganganagar-i,rajasthan",29.6183515,74.2721086,Jnv Sriganganagar I Mahiyanwali  ,Rajasthan,India
"sriganganagar-ii,rajasthan",29.6183515,74.2721086,Jnv Sriganganagar Ii Suratgarh  ,Rajasthan,India
"tonk,rajasthan",26.122266,75.8238631,Jnv Tonk Chhan    ,Rajasthan,India
"udaipur,rajasthan",24.578721,73.6862571,Jnv Udaipur Mavli    ,Rajasthan,India
"east sikkim,sikkim",27.5858068,88.1101127,Jnv East Sikkim Pakyong  ,Sikkim,India
"north sikkim,sikkim",27.4437487,88.5246664,Jnv North Sikkim Phodong  ,Sikkim,India
"south sikkim,sikkim",27.329672,88.6116536,Jnv South Sikkim Ravangla  ,Sikkim,India
"west sikkim,sikkim",27.1638205,88.2943341,Jnv West Sikkim Rothak  ,Sikkim,India
"kumaram bhim asifabad (adilabad),telangana",19.40509,79.219912,Jnv Kumaram Bhim Asifabad Adilabad,Telangana,India
"karimnagar,telangana",18.4348122,79.1328042,Jnv Karimnagar Choppadandi    ,Telangana,India
"khammam-1,telangana",17.2465351,80.1500326,Jnv Khammam 1 Palair  ,Telangana,India
"nagarkurnul-mahabubnagar,telangana",16.606157,78.134838,Jnv Nagarkurnul Mahabubnagar Vattem  ,Telangana,India
"siddipet-medak,telangana",18.0984967,78.8505892,Jnv Siddipet Medak Wergal  ,Telangana,India
"nalgonda,telangana",16.8579636,79.2174935,Jnv Nalgonda Chalakurthy Camp  ,Telangana,India
"kamareddy-nizamabad,telangana",18.3226987,78.3377444,Jnv Kamareddy Nizamabad Nizamsagar  ,Telangana,India
"ranga reddy,telangana",17.1333954,78.3970979,Jnv Ranga Reddy Gopanapally  ,Telangana,India
"warangal,telangana",17.9820644,79.5970954,Jnv Warangal Mamnoor    ,Telangana,India
"dhalai (e. tripura),tripura",23.834079,91.921471,Jnv Dhalai E Tripura Nalkata,Tripura,India
"gomati (s. tripura),tripura",23.201532,91.578186,Jnv Gomati S Tripura Buanduar,Tripura,India
"khowai (w. tripura),tripura",24.081208,91.5989065,Jnv Khowai W Tripura Ramchandraghat,Tripura,India
"dharamnagar (n.tripura),tripura",24.38397,92.163001,Jnv Dharamnagar Ntripura Kherengjuri  ,Tripura,India
"sepahijala,tripura",23.6658004,91.3200275,Jnv Sepahijala Gabardi Bazar  ,Tripura,India
"south tripura,tripura",23.1708278,91.638817,Jnv South Tripura Nathpara Belonia,Tripura,India
"unakoti,tripura",24.1909848,92.0460483,Jnv Unakoti Machmara    ,Tripura,India
"west tripura,tripura",23.9153328,91.3879341,Jnv West Tripura Baikunthpur  ,Tripura,India
"agra,uttar pradesh",27.1752554,78.0098161,Jnv Agra Kolara Kalan  ,Uttar Pradesh,India
"aligarh,uttar pradesh",27.8761073,78.1358153,Jnv Aligarh Sujanpur    ,Uttar Pradesh,India
"amebedkar nagar,uttar pradesh",25.41342,81.863375,Jnv Amebedkar Nagar Afjalpur  ,Uttar Pradesh,India
"amethi (sultanpur-i),uttar pradesh",26.200753,81.858556,Jnv Amethi Sultanpur I Pachehari,Uttar Pradesh,India
"auraiya,uttar pradesh",26.6558215,79.5160757,Jnv Auraiya Taiyyapur    ,Uttar Pradesh,India
"ayodhya- faizabad,uttar pradesh",26.7990707,82.2052321,Jnv Ayodhya Faizabad Dabhasemar  ,Uttar Pradesh,India
